ESM_IndexOutOfBounds,ESM_NullPointer,ESM_ClassCast,ESM_Arithmetic,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,Number of Bugs
0,30,2,0,0.190024,4.0,37.0,5.0,0.216418,0.231481,29.0,25.0,1.0,2.0,2.0,29.0,7.0,1.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,108.0,134.0,19.0,6.0,14.0,4.0,9.0,0.0,9.0,0.0,18.0,51.0,0.0,11.0,1.0,108.0,134.0,19.0,6.0,14.0,4.0,9.0,0.0,9.0,0.0,18.0,51.0,0.0,11.0,1.0,0.0
0,30,2,0,0.190024,4.0,37.0,5.0,0.214815,0.231481,29.0,25.0,1.0,2.0,2.0,29.0,7.0,1.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,108.0,135.0,19.0,6.0,14.0,4.0,9.0,0.0,9.0,0.0,18.0,51.0,0.0,11.0,1.0,108.0,135.0,19.0,6.0,14.0,4.0,9.0,0.0,9.0,0.0,18.0,51.0,0.0,11.0,1.0,1.0
0,30,2,0,0.190024,4.0,37.0,5.0,0.214815,0.231481,29.0,25.0,1.0,2.0,2.0,29.0,6.0,1.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,4.0,0.0,0.0,1.0,108.0,135.0,20.0,6.0,14.0,4.0,9.0,0.0,9.0,0.0,18.0,51.0,0.0,11.0,1.0,108.0,135.0,20.0,6.0,14.0,4.0,9.0,0.0,9.0,0.0,18.0,51.0,0.0,11.0,1.0,0.0
0,19,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,18.0,6.0,1.0,0.0,9.0,16.0,0.125,0.0422535,3.0,3.0,1.0,7.0,0.0422535,3.0,3.0,4.0,0.0,0.0,1.0,68.0,82.0,11.0,5.0,5.0,3.0,7.0,0.0,7.0,0.0,16.0,32.0,0.0,9.0,1.0,68.0,82.0,11.0,5.0,5.0,3.0,7.0,0.0,7.0,0.0,16.0,32.0,0.0,9.0,1.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,1.0,0.0,2.0,6.0,0.2,0.136364,3.0,3.0,1.0,4.0,0.136364,3.0,3.0,4.0,0.0,0.0,1.0,19.0,23.0,7.0,5.0,1.0,3.0,4.0,0.0,4.0,0.0,16.0,4.0,0.0,9.0,1.0,19.0,23.0,7.0,5.0,1.0,3.0,4.0,0.0,4.0,0.0,16.0,4.0,0.0,9.0,1.0,0.0
0,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,12.0,6.0,1.0,0.0,7.0,12.0,0.166667,0.0588235,3.0,3.0,1.0,5.0,0.0588235,3.0,3.0,4.0,0.0,0.0,1.0,48.0,56.0,7.0,5.0,1.0,3.0,5.0,0.0,5.0,0.0,16.0,25.0,0.0,9.0,1.0,48.0,56.0,7.0,5.0,1.0,3.0,5.0,0.0,5.0,0.0,16.0,25.0,0.0,9.0,1.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,12.0,6.0,1.0,0.0,7.0,12.0,0.166667,0.0588235,3.0,3.0,1.0,5.0,0.0588235,3.0,3.0,4.0,0.0,0.0,1.0,48.0,56.0,7.0,5.0,1.0,3.0,5.0,0.0,5.0,0.0,16.0,25.0,0.0,9.0,1.0,48.0,56.0,7.0,5.0,1.0,3.0,5.0,0.0,5.0,0.0,16.0,25.0,0.0,9.0,1.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
0,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
0,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
0,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
0,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,16.0,8.0,0.0,0.0,4.0,14.0,0.0,0.0166667,1.0,0.0,0.0,10.0,0.0166667,1.0,1.0,1.0,0.0,0.0,1.0,59.0,75.0,2.0,0.0,2.0,0.0,10.0,0.0,9.0,0.0,10.0,25.0,0.0,9.0,0.0,59.0,75.0,2.0,0.0,2.0,0.0,10.0,0.0,9.0,0.0,10.0,25.0,0.0,9.0,0.0,0.0
0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,6.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,29.0,36.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,3.0,0.0,7.0,0.0,29.0,36.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,3.0,0.0,7.0,0.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,6.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,29.0,36.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,3.0,0.0,7.0,0.0,29.0,36.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,0.0,7.0,3.0,0.0,7.0,0.0,0.0
4,117,4,0,0.0618557,1.0,4.0,2.0,0.083045,0.0940171,24.0,22.0,1.0,5.0,5.0,64.0,10.0,2.0,1.0,17.0,32.0,0.125,0.059761,15.0,8.0,1.0,7.0,0.059761,15.0,4.0,5.0,0.0,0.0,1.0,236.0,289.0,20.0,8.0,12.0,3.0,15.0,0.0,7.0,0.0,32.0,127.0,0.0,17.0,1.0,236.0,289.0,20.0,8.0,12.0,3.0,15.0,0.0,7.0,0.0,32.0,127.0,0.0,17.0,1.0,0.0
4,117,4,0,0.0620155,1.0,4.0,2.0,0.083045,0.0940171,24.0,22.0,1.0,5.0,5.0,64.0,10.0,2.0,1.0,17.0,32.0,0.125,0.059761,15.0,8.0,1.0,7.0,0.059761,15.0,4.0,5.0,0.0,0.0,1.0,236.0,289.0,20.0,8.0,12.0,3.0,15.0,0.0,7.0,0.0,32.0,127.0,0.0,17.0,1.0,236.0,289.0,20.0,8.0,12.0,3.0,15.0,0.0,7.0,0.0,32.0,127.0,0.0,17.0,1.0,1.0
4,117,4,0,0.0628272,1.0,4.0,2.0,0.083045,0.0940171,24.0,22.0,1.0,5.0,5.0,62.0,10.0,2.0,1.0,17.0,32.0,0.125,0.059761,15.0,8.0,1.0,7.0,0.059761,15.0,4.0,5.0,0.0,0.0,1.0,236.0,289.0,21.0,8.0,12.0,3.0,15.0,0.0,7.0,0.0,32.0,127.0,0.0,17.0,1.0,236.0,289.0,21.0,8.0,12.0,3.0,15.0,0.0,7.0,0.0,32.0,127.0,0.0,17.0,1.0,0.0
0,16,0,0,0.0863787,1.0,3.0,1.0,0.0840336,0.0978261,10.0,9.0,1.0,4.0,4.0,28.0,7.0,1.0,0.0,7.0,16.0,0.0,0.0212766,2.0,0.0,0.0,8.0,0.0212766,2.0,4.0,5.0,0.0,0.0,1.0,92.0,119.0,13.0,7.0,4.0,2.0,9.0,0.0,7.0,0.0,26.0,51.0,0.0,17.0,1.0,92.0,119.0,13.0,7.0,4.0,2.0,9.0,0.0,7.0,0.0,26.0,51.0,0.0,17.0,1.0,0.0
0,48,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,6.0,28.0,8.0,1.0,0.0,10.0,19.0,0.0,0.0173913,2.0,0.0,0.0,8.0,0.0173913,2.0,4.0,5.0,0.0,0.0,1.0,113.0,144.0,12.0,8.0,3.0,3.0,9.0,0.0,7.0,0.0,26.0,68.0,0.0,17.0,1.0,113.0,144.0,12.0,8.0,3.0,3.0,9.0,0.0,7.0,0.0,26.0,68.0,0.0,17.0,1.0,0.0
0,38,7,0,0.179657,3.0,22.0,4.0,0.183962,0.206349,39.0,39.0,2.0,5.0,5.0,48.0,10.0,1.0,0.0,11.0,20.0,0.0,0.0104712,2.0,0.0,0.0,10.0,0.0104712,2.0,3.0,4.0,0.0,0.0,1.0,189.0,212.0,22.0,8.0,15.0,3.0,9.0,0.0,9.0,0.0,22.0,96.0,0.0,15.0,1.0,189.0,212.0,22.0,8.0,15.0,3.0,9.0,0.0,9.0,0.0,22.0,96.0,0.0,15.0,1.0,1.0
0,38,7,0,0.179657,3.0,22.0,4.0,0.183962,0.206349,39.0,39.0,2.0,5.0,5.0,48.0,9.0,1.0,0.0,11.0,20.0,0.0,0.0104712,2.0,0.0,0.0,10.0,0.0104712,2.0,3.0,4.0,0.0,0.0,1.0,189.0,212.0,23.0,8.0,15.0,3.0,9.0,0.0,9.0,0.0,22.0,96.0,0.0,15.0,1.0,189.0,212.0,23.0,8.0,15.0,3.0,9.0,0.0,9.0,0.0,22.0,96.0,0.0,15.0,1.0,0.0
0,38,7,0,0.179657,3.0,22.0,4.0,0.183962,0.206349,39.0,39.0,2.0,5.0,5.0,48.0,10.0,1.0,0.0,11.0,20.0,0.0,0.0104712,2.0,0.0,0.0,10.0,0.0104712,2.0,3.0,4.0,0.0,0.0,1.0,189.0,212.0,22.0,8.0,15.0,3.0,9.0,0.0,9.0,0.0,22.0,96.0,0.0,15.0,1.0,189.0,212.0,22.0,8.0,15.0,3.0,9.0,0.0,9.0,0.0,22.0,96.0,0.0,15.0,1.0,0.0
0,15,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,26.0,6.0,1.0,0.0,12.0,19.0,0.0,0.011236,1.0,0.0,0.0,7.0,0.011236,1.0,4.0,5.0,0.0,0.0,1.0,88.0,109.0,12.0,8.0,3.0,3.0,7.0,0.0,6.0,0.0,25.0,52.0,0.0,17.0,1.0,88.0,109.0,12.0,8.0,3.0,3.0,7.0,0.0,6.0,0.0,25.0,52.0,0.0,17.0,1.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,7.0,0.0,2.0,6.0,0.2,0.130435,3.0,3.0,1.0,4.0,0.130435,3.0,2.0,3.0,3.0,7.0,2.0,20.0,25.0,8.0,7.0,2.0,3.0,4.0,0.0,4.0,0.0,19.0,4.0,0.0,12.0,1.0,20.0,25.0,8.0,7.0,2.0,3.0,4.0,0.0,4.0,0.0,19.0,4.0,0.0,12.0,1.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,11.0,14.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0
0,3,0,0,0.393939,1.0,3.0,1.0,0.322581,0.346154,10.0,9.0,1.0,2.0,2.0,7.0,3.0,4.0,5.0,2.0,5.0,0.25,0.103448,3.0,3.0,1.0,3.0,0.103448,3.0,3.0,4.0,4.0,4.0,1.0,26.0,31.0,9.0,7.0,1.0,0.0,3.0,0.0,3.0,0.0,20.0,10.0,0.0,13.0,1.0,26.0,31.0,9.0,7.0,1.0,0.0,3.0,0.0,3.0,0.0,20.0,10.0,0.0,13.0,1.0,0.0
0,0,0,0,0.393939,1.0,3.0,1.0,0.322581,0.346154,10.0,9.0,1.0,2.0,2.0,7.0,3.0,4.0,5.0,2.0,5.0,0.25,0.103448,3.0,3.0,1.0,3.0,0.103448,3.0,3.0,4.0,4.0,4.0,1.0,26.0,31.0,9.0,7.0,1.0,0.0,3.0,0.0,3.0,0.0,20.0,10.0,0.0,13.0,1.0,26.0,31.0,9.0,7.0,1.0,0.0,3.0,0.0,3.0,0.0,20.0,10.0,0.0,13.0,1.0,0.0
0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,4.0,1.0,0.0,8.0,12.0,0.2,0.0810811,3.0,3.0,1.0,4.0,0.0810811,3.0,4.0,6.0,0.0,0.0,1.0,34.0,43.0,9.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,18.0,16.0,0.0,10.0,3.0,34.0,43.0,9.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,18.0,16.0,0.0,10.0,3.0,0.0
0,12,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,7.0,1.0,0.0,12.0,16.0,0.2,0.0652174,3.0,3.0,1.0,4.0,0.0652174,3.0,4.0,6.0,0.0,0.0,1.0,43.0,56.0,10.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,18.0,21.0,0.0,10.0,3.0,43.0,56.0,10.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,18.0,21.0,0.0,10.0,3.0,0.0
2,56,12,0,0.0789845,1.0,5.0,1.0,0.0631579,0.0774194,12.0,12.0,1.0,6.0,6.0,43.0,20.0,1.0,0.0,33.0,39.0,0.0,0.0538922,9.0,0.0,0.0,6.0,0.0538922,9.0,5.0,7.0,0.0,0.0,1.0,158.0,190.0,18.0,4.0,5.0,2.0,6.0,0.0,5.0,0.0,21.0,93.0,0.0,11.0,3.0,158.0,190.0,18.0,4.0,5.0,2.0,6.0,0.0,5.0,0.0,21.0,93.0,0.0,11.0,3.0,0.0
0,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,6.0,1.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,29.0,34.0,8.0,4.0,1.0,2.0,4.0,0.0,4.0,0.0,18.0,11.0,0.0,10.0,3.0,29.0,34.0,8.0,4.0,1.0,2.0,4.0,0.0,4.0,0.0,18.0,11.0,0.0,10.0,3.0,0.0
0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,15.0,16.0,7.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,18.0,6.0,0.0,10.0,3.0,15.0,16.0,7.0,4.0,0.0,1.0,2.0,0.0,2.0,0.0,18.0,6.0,0.0,10.0,3.0,0.0
2,30,8,0,0.11359,1.0,5.0,1.0,0.0952381,0.114286,12.0,12.0,1.0,6.0,5.0,26.0,13.0,1.0,0.0,22.0,26.0,0.2,0.0614035,7.0,3.0,1.0,4.0,0.0614035,7.0,5.0,7.0,0.0,0.0,1.0,107.0,126.0,16.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,20.0,64.0,0.0,11.0,3.0,107.0,126.0,16.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,20.0,64.0,0.0,11.0,3.0,0.0
0,8,3,0,0.11359,1.0,5.0,1.0,0.0952381,0.114286,12.0,12.0,1.0,6.0,5.0,26.0,13.0,1.0,0.0,22.0,26.0,0.2,0.0614035,7.0,3.0,1.0,4.0,0.0614035,7.0,5.0,7.0,0.0,0.0,1.0,107.0,126.0,16.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,20.0,64.0,0.0,11.0,3.0,107.0,126.0,16.0,4.0,3.0,2.0,4.0,0.0,4.0,0.0,20.0,64.0,0.0,11.0,3.0,0.0
1,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,7.0,9.0,1.0,0.0,15.0,21.0,0.166667,0.0731707,3.0,3.0,1.0,5.0,0.0731707,3.0,4.0,6.0,0.0,0.0,1.0,38.0,47.0,8.0,4.0,1.0,2.0,6.0,0.0,5.0,1.0,18.0,14.0,0.0,10.0,3.0,38.0,47.0,8.0,4.0,1.0,2.0,6.0,0.0,5.0,1.0,18.0,14.0,0.0,10.0,3.0,0.0
0,19,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,18.0,12.0,1.0,0.0,16.0,20.0,0.0,0.0253165,2.0,0.0,0.0,5.0,0.0253165,2.0,4.0,6.0,0.0,0.0,1.0,77.0,95.0,14.0,4.0,7.0,2.0,4.0,0.0,4.0,0.0,18.0,40.0,0.0,10.0,3.0,77.0,95.0,14.0,4.0,7.0,2.0,4.0,0.0,4.0,0.0,18.0,40.0,0.0,10.0,3.0,0.0
0,17,9,0,0.208178,1.0,5.0,1.0,0.193548,0.222222,12.0,12.0,1.0,4.0,2.0,14.0,9.0,1.0,0.0,16.0,19.0,0.25,0.0689655,4.0,3.0,1.0,3.0,0.0689655,4.0,5.0,7.0,0.0,0.0,1.0,54.0,62.0,13.0,4.0,0.0,2.0,3.0,0.0,3.0,0.0,19.0,29.0,0.0,10.0,3.0,54.0,62.0,13.0,4.0,0.0,2.0,3.0,0.0,3.0,0.0,19.0,29.0,0.0,10.0,3.0,0.0
0,13,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,12.0,11.0,2.0,0.0,14.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,6.0,0.0,0.0,1.0,43.0,51.0,10.0,4.0,3.0,2.0,5.0,0.0,5.0,0.0,18.0,18.0,0.0,10.0,3.0,43.0,51.0,10.0,4.0,3.0,2.0,5.0,0.0,5.0,0.0,18.0,18.0,0.0,10.0,3.0,0.0
0,28,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,9.0,2.0,1.0,13.0,17.0,0.2,0.0697674,3.0,3.0,1.0,4.0,0.0697674,3.0,4.0,6.0,0.0,0.0,1.0,40.0,53.0,7.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,17.0,18.0,0.0,9.0,2.0,40.0,53.0,7.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,17.0,18.0,0.0,9.0,2.0,0.0
0,28,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,9.0,2.0,1.0,13.0,17.0,0.2,0.0697674,3.0,3.0,1.0,4.0,0.0697674,3.0,4.0,6.0,0.0,0.0,1.0,40.0,53.0,7.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,17.0,18.0,0.0,9.0,2.0,40.0,53.0,7.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,17.0,18.0,0.0,9.0,2.0,1.0
0,28,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,8.0,11.0,2.0,1.0,15.0,19.0,0.2,0.0666667,3.0,3.0,1.0,4.0,0.0666667,3.0,4.0,6.0,0.0,0.0,1.0,42.0,55.0,9.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,18.0,20.0,0.0,10.0,3.0,42.0,55.0,9.0,4.0,2.0,2.0,4.0,0.0,4.0,0.0,18.0,20.0,0.0,10.0,3.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0
