ESM_IndexOutOfBounds,ESM_NullPointer,ESM_ClassCast,ESM_Arithmetic,CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,Number of Bugs
0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,78.0,13.0,9.0,9.0,11.0,55.0,0.0645161,0.0889371,41.0,6.0,2.0,29.0,0.0751748,43.0,0.0,0.0,0.0,0.0,0.0,420.0,565.0,25.0,16.0,25.0,16.0,44.0,1.0,30.0,13.0,44.0,236.0,1.0,30.0,13.0,529.0,693.0,29.0,22.0,29.0,22.0,63.0,1.0,48.0,13.0,63.0,277.0,1.0,48.0,13.0,0.0
0,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,78.0,13.0,9.0,9.0,11.0,55.0,0.0645161,0.0889371,41.0,6.0,2.0,29.0,0.0751748,43.0,0.0,0.0,0.0,0.0,0.0,420.0,565.0,25.0,16.0,25.0,16.0,44.0,1.0,30.0,13.0,44.0,236.0,1.0,30.0,13.0,529.0,693.0,29.0,22.0,29.0,22.0,63.0,1.0,48.0,13.0,63.0,277.0,1.0,48.0,13.0,0.0
1,48,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,78.0,13.0,9.0,9.0,11.0,55.0,0.0645161,0.0889371,41.0,6.0,2.0,29.0,0.0751748,43.0,0.0,0.0,0.0,0.0,0.0,420.0,565.0,25.0,16.0,25.0,16.0,44.0,1.0,30.0,13.0,44.0,236.0,1.0,30.0,13.0,529.0,693.0,29.0,22.0,29.0,22.0,63.0,1.0,48.0,13.0,63.0,277.0,1.0,48.0,13.0,0.0
0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,78.0,13.0,9.0,9.0,11.0,55.0,0.0645161,0.0889371,41.0,6.0,2.0,29.0,0.0751748,43.0,0.0,0.0,0.0,0.0,0.0,420.0,565.0,25.0,16.0,25.0,16.0,44.0,1.0,30.0,13.0,44.0,236.0,1.0,30.0,13.0,529.0,693.0,29.0,22.0,29.0,22.0,63.0,1.0,48.0,13.0,63.0,277.0,1.0,48.0,13.0,0.0
14,56,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,78.0,13.0,9.0,9.0,11.0,55.0,0.0645161,0.0889371,41.0,6.0,2.0,29.0,0.0751748,43.0,0.0,0.0,0.0,0.0,0.0,420.0,565.0,25.0,16.0,25.0,16.0,44.0,1.0,30.0,13.0,44.0,236.0,1.0,30.0,13.0,529.0,693.0,29.0,22.0,29.0,22.0,63.0,1.0,48.0,13.0,63.0,277.0,1.0,48.0,13.0,0.0
0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,78.0,13.0,9.0,9.0,11.0,55.0,0.0645161,0.0889371,41.0,6.0,2.0,29.0,0.0751748,43.0,0.0,0.0,0.0,0.0,0.0,420.0,565.0,25.0,16.0,25.0,16.0,44.0,1.0,30.0,13.0,44.0,236.0,1.0,30.0,13.0,529.0,693.0,29.0,22.0,29.0,22.0,63.0,1.0,48.0,13.0,63.0,277.0,1.0,48.0,13.0,0.0
1,31,1,0,0.175337,2.0,4.0,2.0,0.162162,0.181818,24.0,24.0,1.0,5.0,3.0,21.0,4.0,2.0,18.0,3.0,4.0,1.0,0.188679,20.0,15.0,2.0,0.0,0.131579,20.0,0.0,0.0,0.0,0.0,0.0,86.0,96.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,49.0,0.0,1.0,0.0,132.0,148.0,8.0,0.0,8.0,0.0,5.0,8.0,5.0,0.0,5.0,61.0,8.0,5.0,0.0,0.0
1,31,1,0,0.152429,2.0,4.0,2.0,0.147239,0.163265,24.0,24.0,1.0,5.0,3.0,22.0,4.0,2.0,18.0,3.0,5.0,1.0,0.180328,22.0,15.0,2.0,0.0,0.130178,22.0,0.0,0.0,0.0,0.0,0.0,100.0,111.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,52.0,0.0,1.0,0.0,147.0,163.0,8.0,0.0,8.0,0.0,6.0,8.0,5.0,0.0,6.0,65.0,8.0,5.0,0.0,0.0
0,1,0,0,0.152429,2.0,4.0,2.0,0.147239,0.163265,24.0,24.0,1.0,5.0,3.0,22.0,4.0,2.0,18.0,3.0,5.0,1.0,0.180328,22.0,15.0,2.0,0.0,0.130178,22.0,0.0,0.0,0.0,0.0,0.0,100.0,111.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,52.0,0.0,1.0,0.0,147.0,163.0,8.0,0.0,8.0,0.0,6.0,8.0,5.0,0.0,6.0,65.0,8.0,5.0,0.0,0.0
0,8,2,0,0.152429,2.0,4.0,2.0,0.147239,0.163265,24.0,24.0,1.0,5.0,3.0,22.0,4.0,2.0,18.0,3.0,5.0,1.0,0.180328,22.0,15.0,2.0,0.0,0.130178,22.0,0.0,0.0,0.0,0.0,0.0,100.0,111.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,52.0,0.0,1.0,0.0,147.0,163.0,8.0,0.0,8.0,0.0,6.0,8.0,5.0,0.0,6.0,65.0,8.0,5.0,0.0,0.0
1,57,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,52.0,8.0,79.0,45.0,4.0,27.0,0.208333,0.145946,27.0,24.0,5.0,19.0,0.145946,27.0,0.0,0.0,8.0,16.0,0.0,158.0,205.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,119.0,3.0,23.0,2.0,158.0,205.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,119.0,3.0,23.0,2.0,1.0
1,57,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,52.0,8.0,79.0,45.0,4.0,27.0,0.208333,0.15,27.0,24.0,5.0,19.0,0.15,27.0,0.0,0.0,8.0,16.0,0.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,0.0
0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,52.0,8.0,79.0,45.0,4.0,27.0,0.208333,0.15,27.0,24.0,5.0,19.0,0.15,27.0,0.0,0.0,8.0,16.0,0.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,52.0,8.0,79.0,45.0,4.0,27.0,0.208333,0.15,27.0,24.0,5.0,19.0,0.15,27.0,0.0,0.0,8.0,16.0,0.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,0.0
0,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,52.0,8.0,79.0,45.0,4.0,27.0,0.208333,0.15,27.0,24.0,5.0,19.0,0.15,27.0,0.0,0.0,8.0,16.0,0.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,0.0
0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,52.0,8.0,79.0,45.0,4.0,27.0,0.208333,0.15,27.0,24.0,5.0,19.0,0.15,27.0,0.0,0.0,8.0,16.0,0.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,153.0,200.0,3.0,10.0,3.0,10.0,23.0,3.0,23.0,2.0,23.0,114.0,3.0,23.0,2.0,0.0
0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,20.0,7.0,16.0,42.0,5.0,16.0,0.0833333,0.0588235,3.0,3.0,1.0,11.0,0.0588235,3.0,1.0,1.0,7.0,8.0,1.0,48.0,61.0,4.0,15.0,1.0,4.0,11.0,0.0,11.0,1.0,35.0,28.0,3.0,35.0,3.0,48.0,61.0,4.0,15.0,1.0,4.0,11.0,0.0,11.0,1.0,35.0,28.0,3.0,35.0,3.0,0.0
10,79,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,73.0,13.0,44.0,23.0,6.0,31.0,0.192308,0.144404,40.0,35.0,5.0,21.0,0.144404,40.0,1.0,1.0,1.0,1.0,1.0,237.0,319.0,19.0,8.0,19.0,8.0,25.0,19.0,25.0,0.0,25.0,144.0,19.0,25.0,0.0,237.0,319.0,19.0,8.0,19.0,8.0,25.0,19.0,25.0,0.0,25.0,144.0,19.0,25.0,0.0,1.0
10,79,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,71.0,13.0,44.0,23.0,6.0,31.0,0.192308,0.140221,38.0,35.0,5.0,21.0,0.140221,38.0,1.0,1.0,1.0,1.0,1.0,233.0,315.0,19.0,8.0,19.0,8.0,25.0,19.0,25.0,0.0,25.0,140.0,19.0,25.0,0.0,233.0,315.0,19.0,8.0,19.0,8.0,25.0,19.0,25.0,0.0,25.0,140.0,19.0,25.0,0.0,0.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,219.0,45.0,93.0,350.0,35.0,117.0,0.506173,0.288338,314.0,268.0,41.0,40.0,0.284163,314.0,1.0,1.0,1.0,1.0,1.0,775.0,1250.0,46.0,41.0,46.0,41.0,82.0,42.0,80.0,4.0,82.0,439.0,42.0,80.0,4.0,791.0,1266.0,46.0,42.0,46.0,42.0,89.0,42.0,87.0,4.0,89.0,444.0,42.0,87.0,4.0,1.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,160.0,35.0,75.0,260.0,26.0,91.0,0.390625,0.20332,147.0,105.0,25.0,39.0,0.201094,147.0,1.0,1.0,1.0,1.0,1.0,576.0,828.0,38.0,30.0,38.0,30.0,65.0,35.0,63.0,3.0,65.0,311.0,35.0,63.0,3.0,584.0,836.0,38.0,30.0,38.0,30.0,68.0,35.0,66.0,3.0,68.0,315.0,35.0,66.0,3.0,1.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,191.0,43.0,79.0,278.0,31.0,103.0,0.464789,0.265152,245.0,200.0,33.0,38.0,0.262876,245.0,1.0,1.0,1.0,1.0,1.0,679.0,1056.0,43.0,35.0,43.0,35.0,72.0,40.0,70.0,3.0,72.0,377.0,40.0,70.0,3.0,687.0,1064.0,43.0,35.0,43.0,35.0,75.0,40.0,73.0,3.0,75.0,381.0,40.0,73.0,3.0,1.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,203.0,43.0,80.0,281.0,31.0,108.0,0.5,0.295146,304.0,259.0,38.0,38.0,0.292308,304.0,1.0,1.0,1.0,1.0,1.0,726.0,1174.0,46.0,37.0,46.0,37.0,77.0,42.0,75.0,4.0,77.0,407.0,42.0,75.0,4.0,736.0,1184.0,46.0,38.0,46.0,38.0,81.0,42.0,79.0,4.0,81.0,412.0,42.0,79.0,4.0,1.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,215.0,45.0,80.0,279.0,32.0,112.0,0.518987,0.295476,320.0,275.0,41.0,38.0,0.292772,320.0,1.0,1.0,1.0,1.0,1.0,763.0,1238.0,46.0,40.0,46.0,40.0,80.0,42.0,78.0,4.0,80.0,428.0,42.0,78.0,4.0,773.0,1248.0,46.0,41.0,46.0,41.0,84.0,42.0,82.0,4.0,84.0,433.0,42.0,82.0,4.0,0.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,161.0,35.0,75.0,260.0,26.0,91.0,0.390625,0.203576,148.0,105.0,25.0,39.0,0.201361,148.0,1.0,1.0,1.0,1.0,1.0,579.0,833.0,38.0,30.0,38.0,30.0,65.0,35.0,63.0,3.0,65.0,313.0,35.0,63.0,3.0,587.0,841.0,38.0,30.0,38.0,30.0,68.0,35.0,66.0,3.0,68.0,317.0,35.0,66.0,3.0,0.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,220.0,45.0,93.0,350.0,35.0,117.0,0.506173,0.287671,315.0,268.0,41.0,40.0,0.283528,315.0,1.0,1.0,1.0,1.0,1.0,780.0,1255.0,46.0,41.0,46.0,41.0,82.0,42.0,80.0,4.0,82.0,443.0,42.0,80.0,4.0,796.0,1271.0,46.0,42.0,46.0,42.0,89.0,42.0,87.0,4.0,89.0,448.0,42.0,87.0,4.0,0.0
8,260,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,191.0,43.0,80.0,278.0,31.0,103.0,0.464789,0.265152,245.0,200.0,33.0,38.0,0.262313,245.0,1.0,1.0,1.0,1.0,1.0,679.0,1056.0,43.0,35.0,43.0,35.0,72.0,40.0,70.0,3.0,72.0,377.0,40.0,70.0,3.0,689.0,1066.0,43.0,36.0,43.0,36.0,76.0,40.0,74.0,3.0,76.0,382.0,40.0,74.0,3.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,4.0,191.0,43.0,80.0,278.0,31.0,103.0,0.464789,0.265152,245.0,200.0,33.0,38.0,0.262313,245.0,1.0,1.0,1.0,1.0,1.0,679.0,1056.0,43.0,35.0,43.0,35.0,72.0,40.0,70.0,3.0,72.0,377.0,40.0,70.0,3.0,689.0,1066.0,43.0,36.0,43.0,36.0,76.0,40.0,74.0,3.0,76.0,382.0,40.0,74.0,3.0,0.0
0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,33.0,9.0,17.0,2.0,6.0,15.0,0.4,0.256637,29.0,22.0,4.0,6.0,0.256637,29.0,1.0,1.0,0.0,0.0,1.0,84.0,125.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,50.0,9.0,9.0,0.0,84.0,125.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,50.0,9.0,9.0,0.0,1.0
0,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
1,11,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
3,138,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
2,57,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
3,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,30.0,9.0,17.0,2.0,5.0,14.0,0.4,0.254717,27.0,22.0,4.0,6.0,0.254717,27.0,1.0,1.0,0.0,0.0,1.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,79.0,120.0,9.0,1.0,9.0,1.0,9.0,9.0,9.0,0.0,9.0,44.0,9.0,9.0,0.0,0.0
0,82,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,29.0,3.0,1.0,1.0,14.0,23.0,0.4,0.369668,78.0,57.0,4.0,6.0,0.369668,78.0,0.0,0.0,0.0,0.0,0.0,133.0,189.0,4.0,6.0,4.0,6.0,9.0,0.0,9.0,0.0,9.0,86.0,0.0,9.0,0.0,133.0,189.0,4.0,6.0,4.0,6.0,9.0,0.0,9.0,0.0,9.0,86.0,0.0,9.0,0.0,1.0
